id,sentence,subject_entity,object_entity,label,source
1017,"문재인 대통령은 주로 비공식 행사에 이용되던 차량을 타고 통일각 정문 앞에 도착했고, 미리 기다리고 있던 김정은의 여동생인 김여정 노동당 중앙위원회 제1부부장의 영접을 받았다.","{'word': '김여정', 'start_idx': 70, 'end_idx': 72, 'type': 'PER'}","{'word': '김정은', 'start_idx': 57, 'end_idx': 59, 'type': 'PER'}",per:siblings,wikipedia
1026,"2010년, 소녀시대의 전 멤버인 제시카는 10월 13일 그녀의 첫 트위터 계정을 열었고, 당시 9명의 멤버들 중 아무도 미니홈피나 블로그를 가지고 있지 않았다.","{'word': '소녀시대', 'start_idx': 9, 'end_idx': 12, 'type': 'ORG'}","{'word': '9명', 'start_idx': 30, 'end_idx': 31, 'type': 'NOH'}",org:number_of_employees/members,wikipedia
1081,"에스파뇰에서의 프로 데뷔 후, 그는 루이스 미야 감독에 의해 스페인 U-21 국가대표팀으로 이적했다.","{'word': '루이스 미야', 'start_idx': 18, 'end_idx': 23, 'type': 'PER'}","{'word': '스페인', 'start_idx': 32, 'end_idx': 34, 'type': 'LOC'}",per:place_of_residence,wikipedia
1093,오스틴에 있는 텍사스 대학의 J. Craig Wheeler 교수는 베텔게우스가 죽으면서 10줄의 중성미자를 뿌릴 것이라고 예측했다.,"{'word': '텍사스', 'start_idx': 7, 'end_idx': 9, 'type': 'ORG'}","{'word': '오스틴', 'start_idx': 0, 'end_idx': 2, 'type': 'LOC'}",org:members,wikipedia
1109,크라이슬러 유한회사는 1925년 월터 크라이슬러에 의해 설립된 미국의 자동차 제조업체이다.,"{'word': '크라이슬러', 'start_idx': 0, 'end_idx': 4, 'type': 'ORG'}","{'word': '1925년', 'start_idx': 12, 'end_idx': 16, 'type': 'DAT'}",org:founded,wikipedia
1144,영국 입헌군주제와 경제자유주의를 표방한 진보당과 개혁자유주의를 표방한 입헌민주당에 맞서 전형적인 보수정당으로 기능했다.,"{'word': '민주당', 'start_idx': 49, 'end_idx': 51, 'type': 'ORG'}","{'word': '자유주의', 'start_idx': 36, 'end_idx': 39, 'type': 'POH'}",org:political/religious_affiliation,wikipedia
1146,현대자동차가 호남대 미래자동차공학과 학생들을 위해 제네시스(EQ900) 차량을 기증하고 현대자동차에 무상 수리 서비스를 제공했다.,"{'word': '현대자동차', 'start_idx': 0, 'end_idx': 4, 'type': 'ORG'}","{'word': '제네시스', 'start_idx': 39, 'end_idx': 42, 'type': 'POH'}",org:product,wikitree
1260,1979년 10월 26일 박정희의 죽음 이후 야당이 되었고 1980년 10월 27일 해산되었다.,"{'word': '박정희', 'start_idx': 14, 'end_idx': 16, 'type': 'PER'}","{'word': '1979년 10월 26일', 'start_idx': 0, 'end_idx': 12, 'type': 'DAT'}",per:date_of_death,wikipedia
1420,한편 광주 서구에서는 '주민주도 좋은마을 만들기' 사업을 통해 18개 동에서 100여 개 마을공동체가 활발한 활동을 펼치고 있다.,"{'word': '광주 서구', 'start_idx': 4, 'end_idx': 8, 'type': 'ORG'}","{'word': '18개', 'start_idx': 34, 'end_idx': 36, 'type': 'NOH'}",org:number_of_employees/members,wikitree
1429,"1909년 10월 26일 안중근 의사가 이토 히로부미를 저격할 때 이 권총도 소지하고 있었고, 이 권총으로도 저격이 이뤄진 것으로 알려졌다.","{'word': '이토 히로부미', 'start_idx': 23, 'end_idx': 29, 'type': 'PER'}","{'word': '1909년 10월 26일', 'start_idx': 0, 'end_idx': 12, 'type': 'DAT'}",per:date_of_death,wikipedia
1546,"오선우는 인하대 1학년 때부터 주전 우익수로 활약하며 장타율 0.768을 기록했다. 고등학교에서, 그는 타격상, 타점상, 그리고 홈런상을 받았다.","{'word': '오선우', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '인하대', 'start_idx': 8, 'end_idx': 10, 'type': 'ORG'}",per:schools_attended,wikitree
1564,1906년 이왕직이 토지를 기증하고 사립 진명여학교를 설립하고 교장을 임명하였다.,"{'word': '진명여학교', 'start_idx': 26, 'end_idx': 30, 'type': 'ORG'}","{'word': '1906년', 'start_idx': 0, 'end_idx': 4, 'type': 'DAT'}",org:founded,wikipedia
1575,1975년 한양대에 진학한 장효조는 첫해에 대표팀에 선발돼 1976년 백호대회에서 타율 0.714(14타수 10안타)라는 경이로운 성적을 거두며 성장 기대감을 높였다.,"{'word': '장효조', 'start_idx': 17, 'end_idx': 19, 'type': 'PER'}","{'word': '한양대', 'start_idx': 6, 'end_idx': 8, 'type': 'ORG'}",per:schools_attended,wikipedia
1593,"사두정치체제 50여 년 뒤 330대 황제 콘스탄티누스 1세 치세 때 지금의 이스탄불에 있는 비잔틴을 콘스탄티노폴리스로 명명했고, 395년 테오도시우스 1세가 죽은 뒤 로마제국은 동로마 제국과 서로마 제국으로 나뉘었다.","{'word': '로마제국', 'start_idx': 109, 'end_idx': 112, 'type': 'ORG'}","{'word': '395년', 'start_idx': 80, 'end_idx': 83, 'type': 'DAT'}",org:dissolved,wikipedia
1598,"신익희씨는 국민대학교의 설립자, 회장, 그리고 초대 학장이었다.","{'word': '국민대', 'start_idx': 5, 'end_idx': 7, 'type': 'ORG'}","{'word': '신익희', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}",org:founded_by,wikipedia
1690,"열린우리당(열린우리당, )은 2003년 11월 11일 국가개혁당, 한나라당, 새천년민주당의 개혁을 요구하는 개혁세력들이 모여 창당한 대한민국의 정당이다.","{'word': '열린우리당', 'start_idx': 0, 'end_idx': 4, 'type': 'ORG'}","{'word': '2003년 11월 11일', 'start_idx': 77, 'end_idx': 89, 'type': 'DAT'}",org:founded,wikipedia
1713,"김영삼 전 대통령의 차남 김현철 동국대 석좌교수가 15일 문재인 대통령의 신년 기자회견에서 ""국민을 개로 모독하고 있다""고 밝혀 그 배경에 관심이 쏠리고 있다.","{'word': '김영삼', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '김현철', 'start_idx': 18, 'end_idx': 20, 'type': 'PER'}",per:children,wikitree
1733,"현재 통일교 세계회장은 문선진씨지만, 그의 진정한 어머니로 불리는 한학씨가 집권하고 있으며, 문선명씨가 유일한 후계자로 지목한 문형진 세계회장이 별도의 권력을 선언했다.","{'word': '문선명', 'start_idx': 56, 'end_idx': 58, 'type': 'PER'}","{'word': '통일교', 'start_idx': 3, 'end_idx': 5, 'type': 'ORG'}",per:religion,wikipedia
1752,"2010년 10월 12일, 이스트로의 해체가 공식적으로 발표되었고, 13일 전, 그는 팀의 공개 드래프트를 통해 위메이드 폭스에 영입되었다.","{'word': '이스트로', 'start_idx': 40, 'end_idx': 43, 'type': 'ORG'}","{'word': '2010년 10월', 'start_idx': 0, 'end_idx': 8, 'type': 'DAT'}",org:dissolved,wikipedia
1825,"시드니는 서민 중심부에 자주 참석하지 않았음에도 불구하고 간결하게 나타나면서 점차 금융 권위자뿐만 아니라 수장으로도 명성을 얻게 되었다. 1668년, 시드니는 찰스 2세와 필립 1세의 아내였던 그의 여동생 헨리에타 앤을 중재했고, 영국이 네덜란드와의 동맹을 포기하는 대신 프랑스 기금을 얻기로 루이 14세와 합의하는데 성공했다.","{'word': '찰스 2세', 'start_idx': 101, 'end_idx': 105, 'type': 'PER'}","{'word': '헨리에타', 'start_idx': 129, 'end_idx': 132, 'type': 'PER'}",per:siblings,wikipedia
1839,"1982년 KBO 리그 개막과 함께, 그는 첫 해 멤버로 합류하여 일했다.","{'word': 'KBO 리그', 'start_idx': 6, 'end_idx': 11, 'type': 'ORG'}","{'word': '1982년', 'start_idx': 0, 'end_idx': 4, 'type': 'DAT'}",org:founded,wikipedia
1856,한양대 2학년까지만 해도 정상이었지만 3학년 때는 고종욱과 함께 야구를 이끌며 타율을 0.299로 끌어올렸다.,"{'word': '고종욱', 'start_idx': 34, 'end_idx': 36, 'type': 'PER'}","{'word': '한양대', 'start_idx': 0, 'end_idx': 2, 'type': 'ORG'}",per:schools_attended,wikipedia
1857,현대 테라칸은 현대자동차가 2001년부터 2006년까지 생산한 대형 SUV이다.,"{'word': '테라칸', 'start_idx': 3, 'end_idx': 5, 'type': 'ORG'}","{'word': '현대자동차', 'start_idx': 8, 'end_idx': 12, 'type': 'ORG'}",org:product,wikipedia
1864,"""아크로 한남카운티의 디자인을 성실하게 완료했다""고 박상신 대림산업 주택사업본부장이 말했다. ""우리는 고객 가치를 극대화하기 위해 공정하고 투명하게 경쟁할 것입니다.""","{'word': '대림산업', 'start_idx': 4, 'end_idx': 7, 'type': 'ORG'}","{'word': '아크로', 'start_idx': 27, 'end_idx': 29, 'type': 'LOC'}",org:product,wikitree
1920,"리오넬 메시가 겪은 아르헨티나의 축구 감독들 사이에서, 그는 리오넬 메시를 최대한 활용하는 것으로 잘 알려져 있고, 그는 국가대표팀에서 리오넬 메시가 부진하다는 소문을 잠재운 주인공이다.","{'word': '리오넬 메시', 'start_idx': 62, 'end_idx': 67, 'type': 'PER'}","{'word': '아르헨티나', 'start_idx': 12, 'end_idx': 16, 'type': 'LOC'}",per:place_of_birth,wikipedia
1936,"민종묵은 민승세의 아들 또는 민명세에 입적하고, 민철훈은 민명세의 손자가 된다.","{'word': '민종묵', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '민철훈', 'start_idx': 26, 'end_idx': 28, 'type': 'PER'}",per:children,wikipedia
1979,김호규는 김성근의 후궁 유씨의 소생인 김병팔의 아들로 태어났다.,"{'word': '김성근', 'start_idx': 5, 'end_idx': 7, 'type': 'PER'}","{'word': '김호규', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}",per:children,wikipedia
1985,"13일 밤 10시 방송되는 SBS플러스 '김수미의 밥먹기'에 배우 이미영이 출연하고, 방송 말미 딸 전보람이 어머니를 찾아가 애틋한 사연을 털어놨다.","{'word': '이미영', 'start_idx': 44, 'end_idx': 46, 'type': 'PER'}","{'word': '딸 전보람', 'start_idx': 64, 'end_idx': 68, 'type': 'POH'}",per:children,wikitree
1990,CCTV-4(CCTV-4 中文国际)는 중국 중앙 텔레비전의 텔레비전 채널 중 하나이며 국제적인 중국 방송 채널이다.,"{'word': '중국중앙텔레비전', 'start_idx': 21, 'end_idx': 28, 'type': 'ORG'}","{'word': 'CCTV-4 中文国际', 'start_idx': 7, 'end_idx': 17, 'type': 'POH'}",org:members,wikipedia
2048,"그의 사후 최고 사령관은 몬머스 공작 제임스 스콧, 찰스 2세의 손자 토마스 클리포드, 찰스 2세의 측근, 그리고 그의 외아들 크리스토퍼 뭉크의 알발 공작이 승계되었다.","{'word': '찰스 2세', 'start_idx': 47, 'end_idx': 51, 'type': 'PER'}","{'word': '제임스', 'start_idx': 32, 'end_idx': 34, 'type': 'PER'}",per:children,wikipedia
2097,"서울 강남구 도곡동에 위치한 강남세브란스병원은 1983년 개원했으며, 2010년에는 804병상 규모로 36개 과목을 운영하고 있다.","{'word': '강남세브란스병원', 'start_idx': 19, 'end_idx': 26, 'type': 'ORG'}","{'word': '1983년', 'start_idx': 29, 'end_idx': 33, 'type': 'DAT'}",org:founded,wikipedia
2109,SK하이닉스는 10일 협력사 지식공유 플랫폼 운영을 통해 축적된 반도체 전문성과 경험을 공유하는 패키지 및 테스트(반도체 부가가치 증대를 위한 패키지 및 테스트) 책을 발간했다.,"{'word': 'SK하이닉스', 'start_idx': 0, 'end_idx': 5, 'type': 'ORG'}","{'word': '반도체', 'start_idx': 26, 'end_idx': 28, 'type': 'POH'}",org:product,wikitree
2130,"1906년 3월 15일, 찰스 롤스와 헨리 로이스는 롤스로이스 유한회사를 설립했습니다.","{'word': '롤스로이스', 'start_idx': 29, 'end_idx': 33, 'type': 'ORG'}","{'word': '1906년 3월 15일', 'start_idx': 0, 'end_idx': 11, 'type': 'DAT'}",org:founded,wikipedia
2247,롤스로이스 홀딩스 plc는 1906년에 설립된 영국의 정부 소유 항공기 엔진 제조업체이다.,"{'word': '롤스로이스', 'start_idx': 0, 'end_idx': 4, 'type': 'ORG'}","{'word': '1906년', 'start_idx': 41, 'end_idx': 45, 'type': 'DAT'}",org:founded,wikipedia
2293,2007년 시즌 종료 후 현대 유니콘스가 해체되면서 팀의 뒤를 이어 창단 2년차를 거친 현대는 2008년과 2009년에도 뚜렷한 성적을 거두지 못했다.,"{'word': '현대 유니콘스', 'start_idx': 14, 'end_idx': 20, 'type': 'ORG'}","{'word': '2007년', 'start_idx': 0, 'end_idx': 4, 'type': 'DAT'}",org:dissolved,wikipedia
2303,"말레이시아 싱가포르 항공은 1972년 10월 1일 문을 닫았고, 뒤이어 싱가포르 항공이 문을 닫았다.","{'word': '싱가포르 항공', 'start_idx': 6, 'end_idx': 12, 'type': 'ORG'}","{'word': '1972년 10월 1일', 'start_idx': 15, 'end_idx': 26, 'type': 'DAT'}",org:dissolved,wikipedia
2410,"넷마블은 ""코웨이 인수가 완료되더라도 넷마블의 주력 투자자산과 계열사 현금자산 등 2조5000억원 이상을 감당할 수 있다""고 밝혔다.","{'word': '넷마블', 'start_idx': 0, 'end_idx': 2, 'type': 'ORG'}","{'word': '코웨이', 'start_idx': 8, 'end_idx': 10, 'type': 'ORG'}",org:members,wikitree
2445,"같은 날, 카르파티아 우크라이나는 카르파티아 우크라이나 공화국의 독립을 선언했지만, 1939년 3월 16일 헝가리가 카르파티아 우크라이나를 침공하고 합병하면서 파괴되었다.","{'word': '카르파티아 우크라이나', 'start_idx': 7, 'end_idx': 17, 'type': 'ORG'}","{'word': '1939년 3월 16일', 'start_idx': 47, 'end_idx': 58, 'type': 'DAT'}",org:dissolved,wikipedia
2462,1979년 10월 26일 박정희가 사망하자 김일성은 조의를 표할 계획이었으나 전두환의 신군부 집권이 순조롭지 못하고 12.12 사건이 일어나자 김일성은 남한에서 쿠데타를 일으켜 24시간 조문하라는 명령을 내렸다.,"{'word': '박정희', 'start_idx': 14, 'end_idx': 16, 'type': 'PER'}","{'word': '1979년 10월 26일', 'start_idx': 0, 'end_idx': 12, 'type': 'DAT'}",per:date_of_death,wikipedia
2498,"그는 2010년 11월 3일에 방영된 홋카이도의 한 라디오 프로그램에 출연했고, 그가 KBO 리그 팀 KIA 타이거즈의 2011 시즌 타격 코치가 될 것이라고 발표했다.","{'word': 'KBO 리그', 'start_idx': 57, 'end_idx': 62, 'type': 'ORG'}","{'word': 'KIA 타이거즈', 'start_idx': 67, 'end_idx': 74, 'type': 'ORG'}",org:members,wikipedia
2520,"우정문은 을지문덕이나 고구려왕을 잡으라는 양제의 밀명에 따라 을지문덕을 잡으려 했으나, 우문술, 유가룡 등 주변 장수들이 목숨을 걸고 싸우게 될 것이라며 반대했다.","{'word': '을지문덕', 'start_idx': 5, 'end_idx': 8, 'type': 'PER'}","{'word': '고구려', 'start_idx': 12, 'end_idx': 14, 'type': 'DAT'}",per:place_of_birth,wikipedia
2651,"삼성전자와 S, K하이닉스는 일본이 핵심 반도체 소재의 한국 직수출 차단 조치를 취한 뒤 이들 공장을 통해 확보한 물량을 들여와 생산 차질을 막는 방안을 검토해왔다.","{'word': '하이닉스', 'start_idx': 9, 'end_idx': 12, 'type': 'ORG'}","{'word': '반도체', 'start_idx': 19, 'end_idx': 21, 'type': 'POH'}",org:product,wikitree
2653,"포르쉐 일가는 적자에서 벗어났을 뿐만 아니라, 그 돈을 폭스바겐 그룹의 주식의 과반수를 매입함으로써 폭스바겐 그룹을 장악하는데 사용했다.","{'word': '포르쉐', 'start_idx': 38, 'end_idx': 40, 'type': 'ORG'}","{'word': '폭스바겐 그룹', 'start_idx': 46, 'end_idx': 52, 'type': 'ORG'}",org:members,wikipedia
2678,아일랜드 공화국은 1919년 1월 영국으로부터 독립을 선언한 혁명 정권이다.,"{'word': '아일랜드', 'start_idx': 0, 'end_idx': 3, 'type': 'ORG'}","{'word': '공화국', 'start_idx': 5, 'end_idx': 7, 'type': 'ORG'}",org:political/religious_affiliation,wikipedia
2697,"SK그룹 관계자는 반도체, 소재, 미디어 등 SK의 다양한 기술을 바탕으로 향후 모빌리티 분야의 향방을 보여주는 자리가 될 것이라고 말했다. 각 기업의 역량에 대한 시너지를 낼 수 있는 기회가 될 것이라고 말했다.","{'word': 'SK그룹', 'start_idx': 0, 'end_idx': 3, 'type': 'ORG'}","{'word': '반도체', 'start_idx': 11, 'end_idx': 13, 'type': 'POH'}",org:product,wikitree
2704,1902년 일본으로 망명하던 중 천도교의 지도자 손병희를 만나 손병희와 양한묵의 거듭된 추천으로 천도교에 들어갔다.,"{'word': '손병희', 'start_idx': 29, 'end_idx': 31, 'type': 'PER'}","{'word': '천도교', 'start_idx': 22, 'end_idx': 24, 'type': 'ORG'}",per:religion,wikipedia
2754,"교보생명 설립자인 신용호 대산 회장은 아버지 신예범 씨, 형 신용국 씨와 함께 독립운동에 참여한 것으로 유명하다.","{'word': '교보생명', 'start_idx': 0, 'end_idx': 3, 'type': 'ORG'}","{'word': '신용호', 'start_idx': 13, 'end_idx': 15, 'type': 'PER'}",org:founded_by,wikitree
2788,"2007년 2월 10일, 천안 FC는 대한축구협회에 신생 아마추어 리그인 K3 리그 참가 신청서를 제출하고 K3 리그 1년차 멤버로 참가하였다.","{'word': 'K3리그', 'start_idx': 74, 'end_idx': 77, 'type': 'ORG'}","{'word': '2007년', 'start_idx': 0, 'end_idx': 4, 'type': 'DAT'}",org:founded,wikipedia
2857,"기아자동차의 텔루라이드, 아우디 'e-트론', BMW 'X5, 링컨 '에비에이터', 링컨 '체르케어', 벤츠 'GLS', 포르쉐 '카이엔', 스바루 '아웃백' 등 8개 모델이 결승에 올랐다.","{'word': '포르쉐', 'start_idx': 73, 'end_idx': 75, 'type': 'ORG'}","{'word': '자동차', 'start_idx': 2, 'end_idx': 4, 'type': 'ORG'}",org:product,wikitree
