id,sentence,subject_entity,object_entity,label,source
116,전 축구선수 안정환(44)의 부인 이혜원(40)이 의외로 구설수에 오르고 있다.,"{'word': '이혜원', 'start_idx': 20, 'end_idx': 22, 'type': 'PER'}","{'word': '안정환', 'start_idx': 7, 'end_idx': 9, 'type': 'PER'}",per:spouse,wikitree
135,한편 러시아의 경우 올 3월부터 러시아 조치로 인천-모스크바 간 정기편이 운항이 중단돼 러시아 입국을 원하는 국내 기업인과 학생들의 수요가 몰리고 있다.,"{'word': '러시아', 'start_idx': 14, 'end_idx': 16, 'type': 'ORG'}","{'word': '모스크바', 'start_idx': 38, 'end_idx': 41, 'type': 'LOC'}",org:members,policy_briefing
149,"1987년 1월 2일 광신고등학교가 36학급 설립인가를 받았으며, 1987년 3월 3일 관악구 삼성동 328번지에 12학급 706명으로 개교하였다.","{'word': '광신고등학교', 'start_idx': 12, 'end_idx': 17, 'type': 'ORG'}","{'word': '1987년', 'start_idx': 33, 'end_idx': 37, 'type': 'DAT'}",org:founded,wikipedia
239,전 축구선수 안정환(43) 씨의 부인 이혜원(40) 씨가 결국 SNS를 닫았다.,"{'word': '안정환', 'start_idx': 7, 'end_idx': 9, 'type': 'PER'}","{'word': '이혜원', 'start_idx': 20, 'end_idx': 22, 'type': 'PER'}",per:spouse,wikitree
245,"한편, 이민정은 2013년에 배우 이병헌과 결혼하여 아들을 두고 있다.","{'word': '이민정', 'start_idx': 3, 'end_idx': 5, 'type': 'PER'}","{'word': '이병헌', 'start_idx': 19, 'end_idx': 21, 'type': 'PER'}",per:spouse,wikitree
247,28일 정웅인의 아내 이지인은 자신의 인스타그램에 '딸 자랑'이라는 해시태그와 사진을 공개했다.,"{'word': '정웅인', 'start_idx': 7, 'end_idx': 9, 'type': 'PER'}","{'word': '이지인', 'start_idx': 16, 'end_idx': 18, 'type': 'PER'}",per:spouse,wikitree
257,"그는 회사의 보수적 지도를 보면 올해 매출 1조 원이 가장 낮다며 상향조시가 예상된다고 말했다. 삼성전자의 D램 확대, 낸드 확대, LSI 확대가 원익IPS의 실적 성장을 견인할 것이라고 전망했다.","{'word': '삼성전자', 'start_idx': 65, 'end_idx': 68, 'type': 'ORG'}","{'word': 'LSI', 'start_idx': 85, 'end_idx': 87, 'type': 'ORG'}",org:product,wikitree
266,"2008년 3월 1일 제주교육대학교와 통합, 제주대학교 사범대학으로 개편되어 제주대학교 사라캠퍼스로 운영되고 있다.","{'word': '제주교육대학교', 'start_idx': 12, 'end_idx': 18, 'type': 'ORG'}","{'word': '2008년 3월 1일', 'start_idx': 0, 'end_idx': 10, 'type': 'DAT'}",org:dissolved,wikipedia
278,"원래는 하후, 하후돈, 하후연의 삼촌이었지만, 대관조인 십상시 조등(趙 son)의 양자가 되었다.","{'word': '하후돈', 'start_idx': 13, 'end_idx': 15, 'type': 'PER'}","{'word': '하후연', 'start_idx': 23, 'end_idx': 25, 'type': 'PER'}",per:siblings,wikipedia
282,"2017년 정현백 문재인 정부 장관은 ""여성혐오에 수동적으로 대처하는 것은 더 이상 여성가족부의 역할이 아니다""라고 말해 정부 차원의 여성혐오 대응 TF를 만들 것을 예고했다.","{'word': '정현백', 'start_idx': 14, 'end_idx': 16, 'type': 'PER'}","{'word': '문재인', 'start_idx': 6, 'end_idx': 8, 'type': 'PER'}",per:colleagues,wikipedia
284,"2011년 조양호, 이명희 부부가 예고 없이 제주칼호텔 19층 중식당을 찾았을 때 고성은 별실이 모두 채워지고 일반석으로 안내되면서 시작됐다.","{'word': '조양호', 'start_idx': 6, 'end_idx': 8, 'type': 'PER'}","{'word': '이명희', 'start_idx': 11, 'end_idx': 13, 'type': 'PER'}",per:spouse,wikipedia
292,해방 후 전두환 여사와 이순자 여사가 민심을 피해 1988년부터 3년간 퇴임한 곳이기도 하다.,"{'word': '전두환', 'start_idx': 28, 'end_idx': 30, 'type': 'PER'}","{'word': '이순자', 'start_idx': 36, 'end_idx': 38, 'type': 'PER'}",per:spouse,wikipedia
312,문재인 대통령의 부인 김정숙 여사가 22일 오후 광주 광산구 남부대 국제수영장에서 열린 2019광주세계수영선수권대회 이용섭과 김서영의 경기를 관람하기 전 관중을 향해 손을 흔들고 있다.,"{'word': '김정숙', 'start_idx': 11, 'end_idx': 13, 'type': 'PER'}","{'word': '문재인', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}",per:spouse,wikitree
313,연정훈은 2005년에 배우 한가인과 결혼하여 두 명의 자녀를 두고 있다.,"{'word': '연정훈', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '한가인', 'start_idx': 19, 'end_idx': 21, 'type': 'PER'}",per:spouse,wikitree
326,"""현대모비스도 약점으로 지적되어 온 현대차그룹에 대한 의존도를 점차 줄이고 있다""고 그는 말했다. 지난해 기타 신차(OE) 부품 주문액은 약 17억 달러에 달했고 올해는 21억 달러까지 늘어날 것으로 예상된다.","{'word': '현대차 그룹', 'start_idx': 27, 'end_idx': 32, 'type': 'ORG'}","{'word': '현대모비스', 'start_idx': 4, 'end_idx': 8, 'type': 'ORG'}",org:members,wikitree
327,"1974년 8월 15일, 프랑스 유학 중, 그는 재일교포 문세광의 총격으로 어머니 육영수가 사망했다는 소식을 듣고 갑자기 집으로 돌아왔다.","{'word': '육영수', 'start_idx': 40, 'end_idx': 42, 'type': 'PER'}","{'word': '1974년 8월 15일', 'start_idx': 11, 'end_idx': 22, 'type': 'DAT'}",per:date_of_death,wikipedia
341,이후 동아일보는 8월 29일부터 무기정간됐으며 1920년 4월 창간 이후 4번째다.,"{'word': '동아일보', 'start_idx': 3, 'end_idx': 6, 'type': 'ORG'}","{'word': '1920년', 'start_idx': 41, 'end_idx': 45, 'type': 'DAT'}",org:founded,wikipedia
364,1999년 토론토에 본사를 둔 심폐소생술 캐나다 퍼시픽 호텔.,"{'word': '캐나다', 'start_idx': 24, 'end_idx': 26, 'type': 'ORG'}","{'word': '토론토', 'start_idx': 8, 'end_idx': 10, 'type': 'LOC'}",org:members,wikipedia
371,"1987년 6월, 그는 민주정의당 내에서 대선 후보로 선출되었는데, 노신영과 정호용을 제치고 대통령 후보로 선출되었다.","{'word': '정호용', 'start_idx': 43, 'end_idx': 45, 'type': 'PER'}","{'word': '노신영', 'start_idx': 38, 'end_idx': 40, 'type': 'PER'}",per:colleagues,wikipedia
419,이번 기부는 남편 유지태씨와 함께 각종 기부 및 후원 활동을 통해 유기견 보호에 앞장서고 있는 김효진씨가 유한웰니스에 기부 의사를 밝히면서 시작된 것으로 알려졌다.,"{'word': '유지태', 'start_idx': 13, 'end_idx': 15, 'type': 'PER'}","{'word': '김효진', 'start_idx': 55, 'end_idx': 57, 'type': 'PER'}",per:spouse,wikitree
468,총독부가 인준증서를 내라고 강요하자 아들 이제각과 이봉의 아들 이기원은 규장각과 직각을 이루고 있었다) 한규설에게 어떻게 해야 할지 물었다.,"{'word': '이봉의', 'start_idx': 50, 'end_idx': 52, 'type': 'PER'}","{'word': '이기원', 'start_idx': 58, 'end_idx': 60, 'type': 'PER'}",per:children,wikipedia
469,두 모바일 AP는 모두 삼성전자 시스템LSI사업부의 14nm 핀펫 LPP 공정으로 생산됐으며 특히 삼성전자 시스템LSI사업부가 개발한 CPU 아키텍처를 적용한 최초의 스마트폰 중 하나다.,"{'word': '삼성전자', 'start_idx': 62, 'end_idx': 65, 'type': 'ORG'}","{'word': 'LSI', 'start_idx': 71, 'end_idx': 73, 'type': 'ORG'}",org:product,wikipedia
508,개그맨 김원효와 심진화 부부가 특별한 기념일을 고백했다.,"{'word': '심진화', 'start_idx': 8, 'end_idx': 10, 'type': 'PER'}","{'word': '김원효', 'start_idx': 4, 'end_idx': 6, 'type': 'PER'}",per:spouse,wikitree
514,최수종은 아내 하희라와 함께 저녁을 준비했다.,"{'word': '최수종', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '하희라', 'start_idx': 10, 'end_idx': 12, 'type': 'PER'}",per:spouse,wikitree
515,마인츠는 1963년에 새로운 프로 리그인 분데스리가가 출범하기 전까지 남서 아우베르기에 속해 있었다.,"{'word': '분데스리가', 'start_idx': 13, 'end_idx': 17, 'type': 'ORG'}","{'word': '1963년', 'start_idx': 20, 'end_idx': 24, 'type': 'DAT'}",org:founded,wikipedia
521,"2011년 1월 23일, 에르비 엠마뉴엘슨은 이탈리아 세리에 A의 AC 밀란과 1700만 파운드의 이적료에 3년 반 계약을 맺었다.","{'word': '세리에 A', 'start_idx': 28, 'end_idx': 32, 'type': 'ORG'}","{'word': 'AC 밀란', 'start_idx': 35, 'end_idx': 39, 'type': 'ORG'}",org:members,wikipedia
529,"그 후, 송시열은 아버지 송갑조, 사계 김장생, 아들 신독재 김장생 등 당시 유명한 학자들로부터 학문을 배웠다.","{'word': '송시열', 'start_idx': 20, 'end_idx': 22, 'type': 'PER'}","{'word': '송갑조', 'start_idx': 29, 'end_idx': 31, 'type': 'PER'}",per:parents,wikipedia
559,"미국 에너지부는 1977년 8월 4일 석유 파동 이후 설립되었고, 미국은 외국의 석유로부터 독립을 지키기 위해 설립되었다.","{'word': '미국 에너지부', 'start_idx': 0, 'end_idx': 6, 'type': 'ORG'}","{'word': '1977년 8월 4일', 'start_idx': 9, 'end_idx': 19, 'type': 'DAT'}",org:founded,wikipedia
616,함연지는 오뚜기 창업주인 함태호 명예회장의 손녀로 뮤지컬 배우로 활동하고 있다.,"{'word': '오뚜기', 'start_idx': 7, 'end_idx': 9, 'type': 'ORG'}","{'word': '함태호', 'start_idx': 16, 'end_idx': 18, 'type': 'PER'}",org:founded_by,wikitree
620,"그는 16일 한국철도공사를 방문해 손병석 대표에게 전라선 KTX 증설, 전력분배전기차(EMU) 정비기지 유치 등 철도 관련 현안 사업에 협조를 요청했다.","{'word': '한국철도공사', 'start_idx': 9, 'end_idx': 14, 'type': 'ORG'}","{'word': '전라선', 'start_idx': 30, 'end_idx': 32, 'type': 'POH'}",org:product,wikitree
633,"1979년 10월 26일 그의 아버지 박정희 대통령이 암살되기 전에, 박근혜는 청와대에서 살았고, 그의 아버지의 암살 후, 그는 정수 장학회와 육영 재단을 운영하기 위해 청와대를 떠났다.","{'word': '박정희', 'start_idx': 17, 'end_idx': 19, 'type': 'PER'}","{'word': '1979년 10월 26일', 'start_idx': 0, 'end_idx': 12, 'type': 'DAT'}",per:date_of_death,wikipedia
645,앞서 안재현은 아내 구혜선과 결혼 3년 만에 파산의 위기에 직면했다.,"{'word': '구혜선', 'start_idx': 13, 'end_idx': 15, 'type': 'PER'}","{'word': '안재현', 'start_idx': 3, 'end_idx': 5, 'type': 'PER'}",per:spouse,wikitree
674,2004년 하이트컵오픈에서 우승해 2005년 5월 이수건설이 설립한 브라운스톤 골프팀에 입단하면서 프로골퍼로 변신했다.,"{'word': '이수건설', 'start_idx': 38, 'end_idx': 41, 'type': 'ORG'}","{'word': '브라운스톤', 'start_idx': 48, 'end_idx': 52, 'type': 'ORG'}",org:members,wikipedia
679,이 마이크로센터는 1979년 오하이오주 콜럼버스에 라디오식스의 전직 직원인 존 베이커와 빌 베인이 각각 3만5000달러를 투자해 설립했다.,"{'word': '마이크로 센터', 'start_idx': 0, 'end_idx': 6, 'type': 'ORG'}","{'word': '빌 베인', 'start_idx': 55, 'end_idx': 58, 'type': 'PER'}",org:founded_by,wikipedia
683,"선덕여왕이 죽은 후 사촌인 진덕여왕에게 왕위가 돌아간다는 점을 고려하면, 그녀가 선덕여왕 이전에 사망한 것으로 추정된다.","{'word': '진덕여왕', 'start_idx': 21, 'end_idx': 24, 'type': 'PER'}","{'word': '선덕여왕', 'start_idx': 0, 'end_idx': 3, 'type': 'PER'}",per:other_family,wikipedia
730,유재석 씨는 부인 나경은 씨(38)와 관련이 있다고 답했다.,"{'word': '나경은', 'start_idx': 10, 'end_idx': 12, 'type': 'PER'}","{'word': '유재석', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}",per:spouse,wikitree
751,"2013년 2월 13일, 2005 삼성 X 파일 사건 특별 수사팀을 책임졌던 황교안 당시 서울중앙지검 차장이 박근혜 정부의 법무부 장관 후보로 지명되었다.","{'word': '황교안', 'start_idx': 48, 'end_idx': 50, 'type': 'PER'}","{'word': '박근혜', 'start_idx': 67, 'end_idx': 69, 'type': 'PER'}",per:colleagues,wikipedia
765,특히 한국GM이 새한자동차와 대우자동차 시절 출시한 대우로얄 시리즈 중 로열살롱은 홀덴코모도어를 기반으로 새한자동차 시절부터 중형차용 직렬 4기통 1.82.0L 엔진을 대거 공급했다.,"{'word': '한국GM', 'start_idx': 3, 'end_idx': 6, 'type': 'ORG'}","{'word': '자동차', 'start_idx': 73, 'end_idx': 75, 'type': 'ORG'}",org:product,wikipedia
768,"매각 대상 142명의 회원권은 전두환 회장의 차남 전재용 씨, 전재용 씨 부인 박상아 씨, 전두환 회장의 처남 이창석 씨, 이창석 씨 부인 등 4명의 임원이 있는 새더블 UDC 주식회사다.","{'word': '전두환', 'start_idx': 75, 'end_idx': 77, 'type': 'PER'}","{'word': '전재용', 'start_idx': 62, 'end_idx': 64, 'type': 'PER'}",per:children,wikipedia
773,축구선수 기성용(30뉴캐슬 유나이티드)의 부인인 배우 한혜진(38)이 수억원의 벌금을 물게 됐다.,"{'word': '기성용', 'start_idx': 5, 'end_idx': 7, 'type': 'PER'}","{'word': '한혜진', 'start_idx': 30, 'end_idx': 32, 'type': 'PER'}",per:spouse,wikitree
789,삼성전자는 자사 오디오 브랜드 AKG의 헤드폰 N700이 대한항공 퍼스트클래스 전용 공식 헤드폰으로 선정됐다고 18일 밝혔다.,"{'word': '삼성전자', 'start_idx': 0, 'end_idx': 3, 'type': 'ORG'}","{'word': 'AKG', 'start_idx': 17, 'end_idx': 19, 'type': 'ORG'}",org:members,wikitree
910,새해를 맞이한 백종원과 소유진의 일상이 26일 방송된 채널A '아빠의 진채기'를 통해 공개됐다.,"{'word': '백종원', 'start_idx': 31, 'end_idx': 33, 'type': 'PER'}","{'word': '소유진', 'start_idx': 35, 'end_idx': 37, 'type': 'PER'}",per:spouse,wikitree
946,"그녀는 인예왕후 인경현비의 아버지 이자연의 손자이자, 이호의 아들인 인절현비의 아들이며, 이자겸과 장경궁주의 동생이다.","{'word': '인절현비', 'start_idx': 16, 'end_idx': 19, 'type': 'PER'}","{'word': '이자연', 'start_idx': 28, 'end_idx': 30, 'type': 'PER'}",per:parents,wikipedia
947,람보르기니 V12는 자동차 제조업체 람보르기니가 만든 V12 엔진이다.,"{'word': '람보르기니', 'start_idx': 21, 'end_idx': 25, 'type': 'ORG'}","{'word': '자동차', 'start_idx': 11, 'end_idx': 13, 'type': 'POH'}",org:product,wikipedia
952,"이외에도 구매 후 사진 상품 리뷰를 올리면 한화 이글스 유니폼(5명), 한화 이글스 티켓(10명), 수리 마스코트 플라이플롭(20명) 등 다양한 한화 이글스 굿즈가 증정된다.","{'word': '한화 이글스', 'start_idx': 25, 'end_idx': 30, 'type': 'ORG'}","{'word': '유니폼', 'start_idx': 32, 'end_idx': 34, 'type': 'POH'}",org:product,wikitree
995,이윤영의 총리 인준이 실패하자 이승만과 지청천은 이윤영을 제1차 내각의 자유장관에 기용했다.,"{'word': '지청천', 'start_idx': 26, 'end_idx': 28, 'type': 'PER'}","{'word': '이승만', 'start_idx': 16, 'end_idx': 18, 'type': 'PER'}",per:colleagues,wikipedia
998,총독부가 인준증서를 내라고 강요하자 아들 이제각과 이봉의 아들 이기원은 규장각과 직각을 이루고 있었다) 한규설에게 어떻게 해야 할지 물었다.,"{'word': '이기원', 'start_idx': 58, 'end_idx': 60, 'type': 'PER'}","{'word': '이봉의', 'start_idx': 50, 'end_idx': 52, 'type': 'PER'}",per:parents,wikipedia
1017,"문재인 대통령은 주로 비공식 행사에 이용되던 차량을 타고 통일각 정문 앞에 도착했고, 미리 기다리고 있던 김정은의 여동생인 김여정 노동당 중앙위원회 제1부부장의 영접을 받았다.","{'word': '김여정', 'start_idx': 70, 'end_idx': 72, 'type': 'PER'}","{'word': '김정은', 'start_idx': 57, 'end_idx': 59, 'type': 'PER'}",per:siblings,wikipedia
1023,"김용호 전 기자는 이날 ""두 사람이 예식장을 구하기가 어렵다는 게 말이 안 된다""고 말했고 전국의 웨딩업체들은 김건모 장지연 부부를 모시고 있다.","{'word': '김건모', 'start_idx': 25, 'end_idx': 27, 'type': 'PER'}","{'word': '장지연', 'start_idx': 29, 'end_idx': 31, 'type': 'PER'}",per:spouse,wikitree
1026,"2010년, 소녀시대의 전 멤버인 제시카는 10월 13일 그녀의 첫 트위터 계정을 열었고, 당시 9명의 멤버들 중 아무도 미니홈피나 블로그를 가지고 있지 않았다.","{'word': '소녀시대', 'start_idx': 9, 'end_idx': 12, 'type': 'ORG'}","{'word': '9명', 'start_idx': 30, 'end_idx': 31, 'type': 'NOH'}",org:number_of_employees/members,wikipedia
1081,"에스파뇰에서의 프로 데뷔 후, 그는 루이스 미야 감독에 의해 스페인 U-21 국가대표팀으로 이적했다.","{'word': '루이스 미야', 'start_idx': 18, 'end_idx': 23, 'type': 'PER'}","{'word': '스페인', 'start_idx': 32, 'end_idx': 34, 'type': 'LOC'}",per:place_of_residence,wikipedia
1093,오스틴에 있는 텍사스 대학의 J. Craig Wheeler 교수는 베텔게우스가 죽으면서 10줄의 중성미자를 뿌릴 것이라고 예측했다.,"{'word': '텍사스', 'start_idx': 7, 'end_idx': 9, 'type': 'ORG'}","{'word': '오스틴', 'start_idx': 0, 'end_idx': 2, 'type': 'LOC'}",org:members,wikipedia
1109,크라이슬러 유한회사는 1925년 월터 크라이슬러에 의해 설립된 미국의 자동차 제조업체이다.,"{'word': '크라이슬러', 'start_idx': 0, 'end_idx': 4, 'type': 'ORG'}","{'word': '1925년', 'start_idx': 12, 'end_idx': 16, 'type': 'DAT'}",org:founded,wikipedia
1144,영국 입헌군주제와 경제자유주의를 표방한 진보당과 개혁자유주의를 표방한 입헌민주당에 맞서 전형적인 보수정당으로 기능했다.,"{'word': '민주당', 'start_idx': 49, 'end_idx': 51, 'type': 'ORG'}","{'word': '자유주의', 'start_idx': 36, 'end_idx': 39, 'type': 'POH'}",org:political/religious_affiliation,wikipedia
1146,현대자동차가 호남대 미래자동차공학과 학생들을 위해 제네시스(EQ900) 차량을 기증하고 현대자동차에 무상 수리 서비스를 제공했다.,"{'word': '현대자동차', 'start_idx': 0, 'end_idx': 4, 'type': 'ORG'}","{'word': '제네시스', 'start_idx': 39, 'end_idx': 42, 'type': 'POH'}",org:product,wikitree
1176,11일 스포티뉴스는 류현진의 아내 배지현이 현재 임신 6주차이며 임신 초기여서 태교에 전념하고 있다고 보도했다.,"{'word': '류현진', 'start_idx': 12, 'end_idx': 14, 'type': 'PER'}","{'word': '배지현', 'start_idx': 23, 'end_idx': 25, 'type': 'PER'}",per:spouse,wikitree
1191,정몽헌 회장의 해외출장 당시 금융계 진출을 시도했던 정몽구 회장이 정몽헌 회장의 한국산업개발 최측근 이적을 일방적으로 발표했지만 정주영 회장에 의해 무산되면서 경영권 분쟁은 일단락됐다.,"{'word': '정몽구', 'start_idx': 30, 'end_idx': 32, 'type': 'PER'}","{'word': '정주영', 'start_idx': 82, 'end_idx': 84, 'type': 'PER'}",per:parents,wikipedia
1210,아내 김연지가 사진을 수정하면서 유상무의 얼굴이 부분적으로 변형된 것처럼 보였다.,"{'word': '유상무', 'start_idx': 24, 'end_idx': 26, 'type': 'PER'}","{'word': '김연지', 'start_idx': 3, 'end_idx': 5, 'type': 'PER'}",per:spouse,wikitree
1232,"그들의 서울에 대한 계획은 사전에 발각되었고, 게다가, 그들은 최시형, 손병희, 김연국, 손춘민 같은 온건파 지도자들의 제재로 좌절되었다.","{'word': '최시형', 'start_idx': 26, 'end_idx': 28, 'type': 'PER'}","{'word': '손병희', 'start_idx': 31, 'end_idx': 33, 'type': 'PER'}",per:colleagues,wikipedia
1260,1979년 10월 26일 박정희의 죽음 이후 야당이 되었고 1980년 10월 27일 해산되었다.,"{'word': '박정희', 'start_idx': 14, 'end_idx': 16, 'type': 'PER'}","{'word': '1979년 10월 26일', 'start_idx': 0, 'end_idx': 12, 'type': 'DAT'}",per:date_of_death,wikipedia
1339,"그 이후로 박근혜는 대통령 배우자로서 아버지 박정희의 공식 행사와 해외 순방을 수행했고, 육영수 사건 이듬해 창설된 육영수 기념사업회의 이사가 되었다.","{'word': '박근혜', 'start_idx': 3, 'end_idx': 5, 'type': 'PER'}","{'word': '아버지 박정희', 'start_idx': 29, 'end_idx': 35, 'type': 'PER'}",per:parents,wikipedia
1374,전두환 황영시 정호용 등 신군부 핵심세력은 집권 시나리오에 반발할 것을 예상해 진압군을 배치하고 강경진압에 나서기로 했다.,"{'word': '황영시', 'start_idx': 4, 'end_idx': 6, 'type': 'PER'}","{'word': '전두환', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}",per:colleagues,wikipedia
1412,"2013년 2월 26일과 23일 김정은의 군부대 시찰 소식에 따르면 이영길은 최룡해, 현영철, 김격식, 김영춘에 이어 다섯 번째로 소개됐고, 이영길의 뒤를 이어 손철주가 불려온 것으로 알려져 이영길의 발탁설이 제기되고 있다.","{'word': '최룡해', 'start_idx': 44, 'end_idx': 46, 'type': 'PER'}","{'word': '김정은', 'start_idx': 18, 'end_idx': 20, 'type': 'PER'}",per:colleagues,wikipedia
1420,한편 광주 서구에서는 '주민주도 좋은마을 만들기' 사업을 통해 18개 동에서 100여 개 마을공동체가 활발한 활동을 펼치고 있다.,"{'word': '광주 서구', 'start_idx': 4, 'end_idx': 8, 'type': 'ORG'}","{'word': '18개', 'start_idx': 34, 'end_idx': 36, 'type': 'NOH'}",org:number_of_employees/members,wikitree
1424,채널A는 아내가 이상형의 남자 드림맨과 가상부부로 살아가는 프로그램이자 남편이 몰랐던 아내의 심정을 알 수 있는 부부관찰 버라이어티 프로그램이다. 박미선 이봉원 이혜정 고민환 박해미 황민 커플 김정민 루미코 커플이 출연한다.,"{'word': '고민환', 'start_idx': 104, 'end_idx': 106, 'type': 'PER'}","{'word': '이혜정', 'start_idx': 100, 'end_idx': 102, 'type': 'PER'}",per:spouse,wikipedia
1429,"1909년 10월 26일 안중근 의사가 이토 히로부미를 저격할 때 이 권총도 소지하고 있었고, 이 권총으로도 저격이 이뤄진 것으로 알려졌다.","{'word': '이토 히로부미', 'start_idx': 23, 'end_idx': 29, 'type': 'PER'}","{'word': '1909년 10월 26일', 'start_idx': 0, 'end_idx': 12, 'type': 'DAT'}",per:date_of_death,wikipedia
1432,전 축구선수 안정환(43) 씨의 부인 이혜원(40) 씨가 결국 SNS를 닫았다.,"{'word': '이혜원', 'start_idx': 20, 'end_idx': 22, 'type': 'PER'}","{'word': '안정환', 'start_idx': 7, 'end_idx': 9, 'type': 'PER'}",per:spouse,wikitree
1495,고민정 청와대 대변인이 11일 문재인 정부의 재정확대 정책과 관련한 '논쟁'으로 구설수에 올랐다.,"{'word': '고민정', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '문재인', 'start_idx': 17, 'end_idx': 19, 'type': 'PER'}",per:colleagues,wikitree
1546,"오선우는 인하대 1학년 때부터 주전 우익수로 활약하며 장타율 0.768을 기록했다. 고등학교에서, 그는 타격상, 타점상, 그리고 홈런상을 받았다.","{'word': '오선우', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '인하대', 'start_idx': 8, 'end_idx': 10, 'type': 'ORG'}",per:schools_attended,wikitree
1553,그것은 또한 40년 전통을 유지해온 버락 오바마 대통령과 조 바이든 부통령이 서명한 깃발을 세웠다.,"{'word': '버락 오바마', 'start_idx': 18, 'end_idx': 23, 'type': 'PER'}","{'word': '조 바이든', 'start_idx': 30, 'end_idx': 34, 'type': 'PER'}",per:colleagues,wikipedia
1564,1906년 이왕직이 토지를 기증하고 사립 진명여학교를 설립하고 교장을 임명하였다.,"{'word': '진명여학교', 'start_idx': 26, 'end_idx': 30, 'type': 'ORG'}","{'word': '1906년', 'start_idx': 0, 'end_idx': 4, 'type': 'DAT'}",org:founded,wikipedia
1575,1975년 한양대에 진학한 장효조는 첫해에 대표팀에 선발돼 1976년 백호대회에서 타율 0.714(14타수 10안타)라는 경이로운 성적을 거두며 성장 기대감을 높였다.,"{'word': '장효조', 'start_idx': 17, 'end_idx': 19, 'type': 'PER'}","{'word': '한양대', 'start_idx': 6, 'end_idx': 8, 'type': 'ORG'}",per:schools_attended,wikipedia
